age;turnover;travel;department;distance_from_home;education;field_of_study;employees;id;environment_satisfaction;gender;involvement;job_level;position;job_satisfaction;marital_status;monthly_income;num_companies_worked;over_18;overtime;percent_salary_hike;performance_rating;relationship_satisfaction;total_working_hours;stock_option_level;years_at_company;training_times_last_year;work_life_balance;years_with_curr_manager;years_in_current_role;years_since_last_promotion
40;No;Travel_Rarely;Sales;9;University;Medical;1;1548;Low;1.0;High;2;Sales Executive;High;Married;5473;0;Y;No;12;High;Very_High;80;0;9;5;High;8;;7
33;No;Travel_Rarely;Research & Development;28;University;Life Sciences;1;1549;Medium;1.0;High;2;Laboratory Technician;High;Married;5207;1;Y;Yes;12;High;Medium;80;1;15;3;;15;3.0;5
40;No;Travel_Rarely;Human Resources;6;University;Medical;1;1550;High;1.0;High;4;Manager;High;Single;16437;1;Y;Yes;21;Very_High;Very_High;80;0;21;2;High;21;;7
24;No;Travel_Rarely;Research & Development;21;Secondary;Technical Degree;1;1551;High;2.0;Medium;1;Laboratory Technician;Medium;Divorced;2296;0;Y;No;14;Medium;Medium;80;3;2;3;Medium;1;;0
40;No;Non-Travel;Research & Development;8;University;Life Sciences;1;1552;Very_High;1.0;High;2;Healthcare Representative;High;Divorced;4069;3;Y;Yes;18;High;High;80;0;8;2;;2;;2
45;No;Travel_Rarely;Research & Development;1;University;Technical Degree;1;1553;Low;1.0;High;3;Healthcare Representative;High;Divorced;7441;1;Y;No;12;High;Low;80;3;10;4;;10;;7
35;No;Travel_Rarely;Sales;28;Secondary;Life Sciences;1;1554;Medium;2.0;Medium;1;Sales Representative;Medium;Married;2430;0;Y;No;23;Medium;Low;80;2;6;5;;5;;4
32;No;Travel_Rarely;Research & Development;5;Secondary;Life Sciences;1;1555;Very_High;2.0;Medium;2;Research Scientist;Medium;Married;5878;3;Y;No;12;Medium;Low;80;1;12;2;;7;2.0;2
36;No;Travel_Rarely;Sales;2;University;Life Sciences;1;1556;High;1.0;High;1;Sales Representative;High;Single;2644;3;Y;Yes;21;Very_High;Very_High;80;0;7;3;;3;3.0;1
48;No;Travel_Rarely;Sales;16;University;Life Sciences;1;1557;High;1.0;High;2;Sales Executive;High;Divorced;6439;8;Y;No;14;High;High;80;1;18;2;;8;;7
29;No;Travel_Rarely;Research & Development;9;Master;Life Sciences;1;1558;High;2.0;Very_High;1;Research Scientist;Very_High;Married;2451;6;Y;No;18;High;Low;80;2;5;2;;1;;0
33;No;Travel_Rarely;Sales;8;University;Life Sciences;1;1560;Low;1.0;High;2;Sales Executive;High;Married;6392;2;Y;No;13;High;Very_High;80;1;8;6;High;2;;2
30;Yes;Travel_Rarely;Sales;1;Secondary;Life Sciences;1;1562;Medium;2.0;Medium;2;Sales Executive;;Married;9714;1;Y;No;11;Medium;Very_High;80;1;10;4;;10;;6
38;No;Travel_Frequently;Human Resources;10;University;Human Resources;1;1563;High;1.0;High;2;Human Resources;High;Married;6077;3;Y;No;11;High;High;80;0;10;2;;6;;1
35;No;Travel_Rarely;Research & Development;1;;Medical;1;1564;Very_High;2.0;Medium;1;Laboratory Technician;Medium;Single;2450;1;Y;No;19;Medium;Medium;80;0;3;3;Medium;3;;1
30;No;Travel_Rarely;Sales;29;;Technical Degree;1;1568;High;1.0;High;3;Sales Executive;;Married;9250;3;Y;No;12;High;Medium;80;1;9;3;;4;;1
35;Yes;Travel_Rarely;Research & Development;2;University;Life Sciences;1;1569;Low;1.0;High;1;Laboratory Technician;High;Divorced;2074;1;Y;Yes;12;High;Very_High;80;1;1;2;;1;3.0;0
53;Yes;Travel_Rarely;Research & Development;2;Secondary;Technical Degree;1;1572;High;2.0;Medium;3;Manufacturing Director;Medium;Married;10169;0;Y;No;16;Medium;Medium;80;1;34;4;;33;;1
38;Yes;Travel_Rarely;Research & Development;2;University;Medical;1;1573;High;1.0;High;2;Manufacturing Director;High;Married;4855;4;Y;No;11;High;Low;80;2;7;2;;5;;1
32;No;Non-Travel;Research & Development;1;University;Technical Degree;1;1574;Very_High;1.0;High;2;Research Scientist;High;Married;4087;4;Y;No;14;High;Medium;80;1;9;3;;6;;1
48;No;Travel_Rarely;Research & Development;15;University;Other;1;1576;High;1.0;High;1;Research Scientist;High;Married;2367;8;Y;No;12;High;Very_High;80;1;10;3;High;8;;7
34;No;Travel_Rarely;Research & Development;7;University;Medical;1;1577;Low;1.0;High;1;Research Scientist;High;Single;2972;1;Y;No;13;High;High;80;0;1;4;High;1;;0
55;No;Travel_Rarely;Sales;26;Secondary;Marketing;1;1578;High;2.0;Medium;5;Manager;Medium;Married;19586;1;Y;No;21;Medium;High;80;1;36;3;Medium;36;2.0;2
34;No;Travel_Rarely;Research & Development;1;University;Life Sciences;1;1580;Medium;1.0;High;2;Research Scientist;High;Married;5484;9;Y;No;17;High;Medium;80;1;9;3;;2;3.0;2
26;No;Travel_Rarely;Research & Development;3;;Life Sciences;1;1581;Low;1.0;High;1;Research Scientist;High;Married;2061;1;Y;No;21;Very_High;Low;80;0;1;5;;1;;0
38;No;Travel_Rarely;Sales;14;University;Life Sciences;1;1582;High;1.0;High;2;Sales Executive;High;Married;9924;0;Y;No;11;High;Very_High;80;1;10;3;;9;;7
38;No;Travel_Rarely;Sales;16;University;Life Sciences;1;1583;Medium;1.0;High;2;Sales Executive;High;Single;4198;2;Y;No;12;High;Medium;80;0;8;5;;3;;1
36;No;Travel_Rarely;Sales;1;University;Life Sciences;1;1585;Medium;1.0;High;2;Sales Executive;High;Single;6815;6;Y;No;13;High;Low;80;0;15;5;;1;;0
29;No;Travel_Rarely;Research & Development;3;University;Medical;1;1586;Medium;1.0;High;1;Laboratory Technician;High;Single;4723;1;Y;Yes;18;High;Very_High;80;0;10;3;;10;;1
35;No;Travel_Rarely;Research & Development;10;University;Medical;1;1587;Low;1.0;High;2;Healthcare Representative;High;Single;6142;3;Y;Yes;16;High;High;80;0;10;4;;5;;0
39;No;Travel_Rarely;Sales;6;Master;Medical;1;1588;Very_High;2.0;Very_High;3;Sales Executive;Very_High;Married;8237;2;Y;No;11;High;Low;80;1;11;3;;7;;7
29;No;Travel_Frequently;Research & Development;2;University;Life Sciences;1;1590;Low;1.0;High;2;Healthcare Representative;High;Divorced;8853;1;Y;No;19;High;Very_High;80;1;6;0;High;6;;1
50;No;Travel_Rarely;Sales;9;;Marketing;1;1591;High;1.0;;5;Manager;;Married;19331;4;Y;Yes;16;High;High;80;1;27;2;;1;;0
23;No;Travel_Rarely;Research & Development;10;Master;Technical Degree;1;1592;Very_High;2.0;Very_High;1;Research Scientist;Very_High;Married;2073;2;Y;No;16;High;Very_High;80;1;4;2;;2;;2
36;No;Travel_Frequently;Research & Development;6;Master;Life Sciences;1;1594;Low;2.0;Very_High;2;Laboratory Technician;Very_High;Married;5562;3;Y;Yes;13;High;Very_High;80;1;9;3;Very_High;3;;0
42;No;Travel_Rarely;Research & Development;9;Secondary;Other;1;1595;Very_High;2.0;Medium;5;Manager;Medium;Single;19613;8;Y;No;22;Medium;Very_High;80;0;24;2;;1;;0
35;No;Travel_Rarely;Research & Development;28;Master;Life Sciences;1;1596;Medium;2.0;Very_High;2;Laboratory Technician;Very_High;Married;3407;1;Y;No;17;High;Very_High;80;2;10;3;Very_High;10;;6
34;No;Travel_Frequently;Research & Development;10;Secondary;Technical Degree;1;1597;Very_High;2.0;Medium;2;Healthcare Representative;Medium;Married;5063;1;Y;No;14;Medium;Medium;80;1;8;3;Medium;8;;7
40;No;Travel_Rarely;Sales;14;University;Life Sciences;1;1598;Very_High;1.0;High;2;Sales Executive;High;Married;4639;1;Y;No;15;High;High;80;1;5;2;;5;3.0;1
43;No;Travel_Rarely;Research & Development;27;Master;Technical Degree;1;1599;Very_High;2.0;Very_High;1;Laboratory Technician;Very_High;Divorced;4876;5;Y;No;12;High;High;80;1;8;0;Very_High;6;;0
35;No;Travel_Rarely;Research & Development;7;Secondary;Life Sciences;1;1601;High;2.0;Medium;1;Laboratory Technician;Medium;Married;2690;1;Y;No;18;Medium;Very_High;80;1;1;5;;1;;0
46;No;Travel_Rarely;Sales;1;Master;Life Sciences;1;1602;Very_High;2.0;Very_High;4;Manager;Very_High;Single;17567;1;Y;No;15;High;Medium;80;0;27;5;Very_High;26;;0
28;Yes;Travel_Rarely;Research & Development;24;;Medical;1;1604;High;1.0;High;1;Laboratory Technician;High;Married;2408;1;Y;Yes;17;High;High;80;3;1;3;High;1;3.0;0
22;No;Non-Travel;Research & Development;26;Secondary;Other;1;1605;Medium;2.0;Medium;1;Research Scientist;Medium;Married;2814;1;Y;Yes;14;Medium;Medium;80;0;4;2;;4;;1
50;No;Travel_Frequently;Research & Development;20;University;Medical;1;1606;Medium;1.0;High;4;Healthcare Representative;High;Married;11245;2;Y;Yes;15;High;High;80;1;32;3;;30;;12
32;No;Travel_Rarely;Research & Development;5;Master;Other;1;1607;Medium;2.0;Very_High;1;Research Scientist;Very_High;Married;3312;3;Y;No;17;High;Very_High;80;2;6;3;;3;4.0;0
44;No;Travel_Rarely;Research & Development;7;University;Medical;1;1608;Medium;1.0;High;5;Research Director;High;Divorced;19049;0;Y;Yes;14;High;Very_High;80;1;23;4;High;22;;1
30;No;Travel_Rarely;Research & Development;7;Secondary;Medical;1;1609;Medium;2.0;Medium;1;Research Scientist;Medium;Married;2141;1;Y;No;12;Medium;Medium;80;1;6;3;Medium;6;;1
45;No;Travel_Rarely;Research & Development;5;Elementary;Medical;1;1611;High;1.0;Low;2;Laboratory Technician;Low;Single;5769;1;Y;Yes;14;Low;Low;80;0;10;3;;10;;1
45;No;Non-Travel;Sales;26;Secondary;Marketing;1;1612;Low;2.0;Medium;2;Sales Executive;Medium;Married;4385;1;Y;No;15;Medium;Low;80;1;10;2;Medium;10;;4
31;No;Travel_Frequently;Sales;2;University;Other;1;1613;Very_High;1.0;High;2;Sales Executive;High;Single;5332;7;Y;No;13;High;Very_High;80;0;10;3;High;5;;0
36;No;Travel_Rarely;Research & Development;12;University;Life Sciences;1;1614;High;1.0;High;2;Manufacturing Director;;Married;4663;9;Y;Yes;12;High;Medium;80;2;7;2;High;3;;1
34;No;Travel_Frequently;Research & Development;10;Master;Life Sciences;1;1615;High;2.0;Very_High;2;Manufacturing Director;Very_High;Divorced;4724;1;Y;No;13;High;Low;80;1;9;3;Very_High;9;;7
49;No;Travel_Rarely;Research & Development;25;University;Life Sciences;1;1617;High;1.0;High;1;Laboratory Technician;High;Married;3211;1;Y;No;14;High;Very_High;80;1;10;3;High;9;;1
39;No;Travel_Rarely;Research & Development;10;University;Medical;1;1618;Medium;1.0;High;2;Manufacturing Director;High;Married;5377;2;Y;No;13;High;Very_High;80;3;10;3;High;7;;7
27;No;Travel_Rarely;Research & Development;19;Secondary;Other;1;1619;Very_High;2.0;Medium;1;Laboratory Technician;Medium;Divorced;4066;1;Y;No;11;Medium;Low;80;2;7;3;Medium;7;;0
35;No;Travel_Rarely;Research & Development;18;Master;Life Sciences;1;1621;Medium;2.0;Very_High;2;Research Scientist;Very_High;Married;5208;1;Y;No;11;High;Very_High;80;0;16;2;Very_High;16;;1
28;No;Travel_Rarely;Research & Development;27;Elementary;Medical;1;1622;Medium;1.0;Low;2;Manufacturing Director;Low;Divorced;4877;0;Y;No;21;Low;Medium;80;1;6;5;;5;;0
21;No;Travel_Rarely;Research & Development;5;University;Medical;1;1623;High;1.0;High;1;Research Scientist;;Single;3117;1;Y;No;18;High;High;80;0;3;2;;2;3.0;2
18;Yes;Travel_Frequently;Sales;3;University;Medical;1;1624;Medium;1.0;High;1;Sales Representative;High;Single;1569;1;Y;Yes;12;High;High;80;0;0;2;;0;;0
47;No;Travel_Rarely;Human Resources;26;University;Life Sciences;1;1625;Very_High;1.0;High;5;Manager;High;Married;19658;3;Y;No;11;High;High;80;1;27;2;;5;;1
39;No;Travel_Rarely;Research & Development;3;Secondary;Medical;1;1627;High;2.0;Medium;2;Laboratory Technician;Medium;Divorced;3069;0;Y;No;15;Medium;Very_High;80;1;11;3;;10;;0
40;No;Travel_Rarely;Research & Development;15;;Life Sciences;1;1628;Low;1.0;;3;Manufacturing Director;;Married;10435;1;Y;No;13;High;Very_High;80;2;18;2;;18;;14
35;No;Non-Travel;Research & Development;8;University;Life Sciences;1;1630;High;1.0;High;2;Healthcare Representative;High;Married;4148;1;Y;No;12;High;Very_High;80;1;15;5;;14;;2
37;No;Travel_Rarely;Research & Development;19;University;Life Sciences;1;1631;High;1.0;High;2;Manufacturing Director;High;Married;5768;3;Y;No;17;High;Low;80;3;9;2;High;4;;0
39;No;Travel_Frequently;Research & Development;4;University;Medical;1;1633;Low;1.0;High;2;Manufacturing Director;High;Single;5042;0;Y;No;13;High;Very_High;80;0;10;2;High;9;;3
45;No;Travel_Rarely;Research & Development;2;Secondary;Other;1;1635;Very_High;2.0;Medium;2;Manufacturing Director;Medium;Divorced;5770;1;Y;No;19;Medium;Low;80;2;10;3;Medium;10;;3
38;No;Travel_Rarely;Research & Development;2;Secondary;Medical;1;1638;Very_High;2.0;Medium;3;Manufacturing Director;Medium;Married;7756;3;Y;Yes;19;Medium;Very_High;80;1;10;6;;5;;0
35;Yes;Travel_Rarely;Sales;10;Secondary;Medical;1;1639;Very_High;2.0;Medium;3;Sales Executive;Medium;Married;10306;9;Y;No;17;Medium;High;80;0;15;3;;13;;6
37;No;Travel_Rarely;Research & Development;10;University;Medical;1;1640;Medium;1.0;High;1;Research Scientist;High;Married;3936;1;Y;No;11;High;Low;80;1;8;2;High;8;;7
40;No;Travel_Rarely;Research & Development;16;University;Life Sciences;1;1641;High;1.0;High;3;Manufacturing Director;High;Single;7945;6;Y;Yes;15;High;Very_High;80;0;18;2;;4;;3
44;No;Travel_Frequently;Human Resources;1;University;Human Resources;1;1642;Low;1.0;High;2;Human Resources;High;Married;5743;4;Y;Yes;11;High;High;80;0;14;3;;10;;0
48;No;Travel_Frequently;Research & Development;4;Secondary;Medical;1;1644;High;2.0;Medium;4;Manager;Medium;Married;15202;2;Y;No;25;Medium;Medium;80;1;23;3;Medium;2;;2
35;Yes;Travel_Rarely;Sales;15;Elementary;Medical;1;1645;Low;1.0;Low;2;Sales Executive;Low;Divorced;5440;6;Y;Yes;14;Low;Very_High;80;2;7;2;;2;;2
24;No;Travel_Frequently;Research & Development;2;University;Technical Degree;1;1646;Low;1.0;High;1;Research Scientist;High;Single;3760;1;Y;Yes;13;High;High;80;0;6;2;;6;;1
27;No;Travel_Rarely;Research & Development;8;;Medical;1;1647;Medium;2.0;Very_High;1;Research Scientist;Very_High;Married;3517;7;Y;No;17;High;Low;80;0;5;0;;3;;0
27;No;Travel_Frequently;Research & Development;2;University;Medical;1;1648;Very_High;1.0;High;1;Research Scientist;High;Single;2580;2;Y;No;13;High;High;80;0;6;0;High;4;3.0;1
40;Yes;Travel_Rarely;Research & Development;7;University;Life Sciences;1;1649;Low;1.0;High;1;Laboratory Technician;High;Single;2166;3;Y;Yes;14;High;Medium;80;0;10;3;High;4;3.0;0
29;No;Travel_Rarely;Sales;10;Secondary;Medical;1;1650;High;2.0;Medium;2;Sales Executive;Medium;Single;5869;9;Y;No;11;High;High;80;0;8;2;Medium;5;;1
36;No;Travel_Rarely;Research & Development;5;;Life Sciences;1;1651;Medium;1.0;High;3;Healthcare Representative;High;Married;8008;4;Y;No;12;High;High;80;2;9;6;High;3;;0
25;No;Travel_Frequently;Research & Development;2;Master;Life Sciences;1;1653;Very_High;2.0;Very_High;2;Manufacturing Director;Very_High;Divorced;5206;1;Y;No;17;High;High;80;2;7;6;;7;;0
39;No;Travel_Rarely;Research & Development;12;University;Medical;1;1654;Very_High;1.0;High;2;Manufacturing Director;High;Married;5295;4;Y;No;21;Very_High;High;80;0;7;3;;5;;1
49;No;Travel_Rarely;Research & Development;22;University;Other;1;1655;Low;1.0;High;4;Research Director;High;Married;16413;3;Y;No;16;High;Medium;80;2;27;2;;4;3.0;1
50;No;Travel_Rarely;Research & Development;17;Secondary;Life Sciences;1;1656;Very_High;2.0;Medium;3;Research Director;Medium;Divorced;13269;5;Y;No;15;Medium;High;80;3;19;3;Medium;14;;1
20;No;Travel_Rarely;Sales;2;University;Medical;1;1657;High;1.0;High;1;Sales Representative;High;Single;2783;1;Y;No;19;High;Low;80;0;2;3;;2;3.0;2
34;No;Travel_Rarely;Research & Development;3;University;Life Sciences;1;1658;Very_High;1.0;High;2;Research Scientist;High;Divorced;5433;1;Y;No;12;High;High;80;1;11;2;High;11;;7
36;No;Travel_Rarely;Research & Development;7;University;Life Sciences;1;1659;Low;1.0;High;1;Laboratory Technician;High;Single;2013;2;Y;No;11;High;High;80;0;15;4;;4;;1
49;No;Travel_Rarely;Research & Development;6;Secondary;Life Sciences;1;1661;High;2.0;Medium;4;Healthcare Representative;Medium;Married;13966;2;Y;Yes;19;Medium;Medium;80;1;30;3;Medium;15;;2
36;No;Non-Travel;Research & Development;1;Secondary;Medical;1;1662;Very_High;2.0;Medium;2;Manufacturing Director;Medium;Married;4374;0;Y;No;15;Medium;High;80;0;4;6;;3;;1
36;No;Travel_Rarely;Research & Development;3;Master;Life Sciences;1;1664;Very_High;2.0;Very_High;2;Healthcare Representative;Very_High;Divorced;6842;6;Y;No;20;Very_High;Low;80;1;13;3;;5;;0
54;No;Travel_Rarely;Research & Development;22;University;Medical;1;1665;Medium;1.0;High;4;Manager;High;Married;17426;3;Y;No;25;Very_High;High;80;1;36;6;High;10;;4
43;No;Travel_Rarely;Research & Development;15;Secondary;Life Sciences;1;1666;High;2.0;Medium;4;Research Director;Medium;Married;17603;1;Y;No;24;Medium;Low;80;1;14;3;Medium;14;2.0;6
35;Yes;Travel_Frequently;Sales;12;University;Other;1;1667;Very_High;2.0;High;2;Sales Executive;High;Single;4581;3;Y;Yes;24;Very_High;Low;80;0;13;2;;11;;6
38;No;Travel_Frequently;Research & Development;1;University;Life Sciences;1;1668;Very_High;1.0;High;2;Research Scientist;High;Married;4735;7;Y;No;15;High;Very_High;80;2;19;4;;13;;2
29;No;Travel_Rarely;Sales;5;Secondary;Medical;1;1669;Low;2.0;Medium;2;Sales Executive;Medium;Divorced;4187;1;Y;Yes;13;Medium;Medium;80;1;10;3;;10;;0
33;No;Travel_Rarely;Sales;2;University;Medical;1;1670;Very_High;1.0;High;2;Sales Executive;High;Divorced;5505;1;Y;No;14;High;High;80;2;6;5;;6;3.0;0
32;No;Travel_Rarely;Research & Development;2;University;Medical;1;1671;Very_High;1.0;High;2;Research Scientist;High;Divorced;5470;0;Y;No;13;High;High;80;2;10;4;;9;;1
31;No;Travel_Rarely;Sales;5;University;Life Sciences;1;1673;Low;1.0;High;2;Sales Executive;High;Married;5476;1;Y;No;11;High;Low;80;2;10;2;;10;;0
49;No;Travel_Rarely;Research & Development;16;University;Medical;1;1674;Very_High;1.0;High;1;Laboratory Technician;High;Divorced;2587;4;Y;Yes;16;High;Medium;80;1;17;2;;2;;2
38;No;Travel_Frequently;Research & Development;2;Secondary;Medical;1;1675;Very_High;2.0;Medium;1;Laboratory Technician;Medium;Single;2440;1;Y;No;22;Very_High;Medium;80;0;4;3;;4;;3
47;No;Travel_Rarely;Sales;2;Master;Life Sciences;1;1676;Medium;2.0;Very_High;4;Manager;Very_High;Divorced;15972;6;Y;No;14;High;High;80;3;29;2;;3;;1
49;No;Travel_Rarely;Research & Development;1;University;Life Sciences;1;1677;High;1.0;High;4;Manager;High;Single;15379;4;Y;No;14;High;Low;80;0;23;2;High;8;;0
41;No;Travel_Rarely;Sales;23;University;Life Sciences;1;1678;Very_High;1.0;High;3;Sales Executive;High;Single;7082;3;Y;Yes;16;High;Very_High;80;0;21;2;;2;;0
20;No;Travel_Rarely;Sales;9;University;Life Sciences;1;1680;Very_High;1.0;High;1;Sales Representative;High;Single;2728;1;Y;No;11;High;Low;80;0;2;3;High;2;;0
33;No;Non-Travel;Sales;16;University;Life Sciences;1;1681;High;1.0;High;2;Sales Executive;High;Divorced;5368;1;Y;Yes;25;Very_High;High;80;1;7;2;;6;;1
36;No;Travel_Rarely;Research & Development;26;University;Life Sciences;1;1682;Low;1.0;High;2;Healthcare Representative;High;Married;5347;6;Y;No;14;High;Medium;80;2;10;2;High;3;;0
44;No;Travel_Rarely;Human Resources;1;University;Life Sciences;1;1683;High;1.0;High;1;Human Resources;High;Divorced;3195;4;Y;Yes;18;High;Low;80;3;8;2;;2;;2
23;Yes;Travel_Rarely;Research & Development;8;Secondary;Medical;1;1684;Very_High;2.0;Medium;1;Laboratory Technician;Medium;Single;3989;1;Y;Yes;11;Medium;Low;80;0;5;2;;5;;1
38;No;Travel_Rarely;Research & Development;4;University;Medical;1;1687;Very_High;1.0;High;1;Laboratory Technician;High;Married;3306;7;Y;No;19;High;Very_High;80;1;7;5;;0;;0
53;No;Travel_Rarely;Research & Development;24;Master;Medical;1;1689;Medium;2.0;Very_High;3;Healthcare Representative;Very_High;Married;7005;3;Y;No;15;High;High;80;0;11;2;;4;;1
48;Yes;Travel_Frequently;Sales;7;University;Medical;1;1691;Very_High;1.0;High;1;Sales Representative;High;Married;2655;2;Y;Yes;11;High;High;80;2;19;3;;9;3.0;7
32;Yes;Travel_Rarely;Research & Development;2;;Life Sciences;1;1692;Very_High;2.0;High;1;Laboratory Technician;High;Single;1393;1;Y;No;12;High;Low;80;0;1;2;;1;3.0;0
26;No;Non-Travel;Research & Development;7;University;Medical;1;1693;Very_High;1.0;High;1;Laboratory Technician;High;Single;2570;1;Y;No;20;Very_High;High;80;0;7;5;High;7;;5
55;No;Travel_Rarely;Research & Development;22;Secondary;Technical Degree;1;1694;Low;2.0;Medium;1;Research Scientist;Medium;Divorced;3537;5;Y;No;12;High;Very_High;80;1;8;1;Medium;4;;1
34;No;Travel_Rarely;Research & Development;5;Secondary;Medical;1;1696;Medium;2.0;Medium;2;Laboratory Technician;Medium;Married;3986;1;Y;No;14;High;High;80;1;15;3;;15;;4
60;No;Travel_Rarely;Research & Development;1;Elementary;Medical;1;1697;High;1.0;Low;3;Healthcare Representative;Low;Divorced;10883;3;Y;No;20;Low;High;80;1;19;2;Low;1;;0
33;No;Travel_Rarely;Research & Development;21;Master;Medical;1;1698;Medium;2.0;Very_High;1;Laboratory Technician;Very_High;Married;2028;1;Y;No;18;High;Very_High;80;3;14;6;;14;;2
37;No;Travel_Frequently;Sales;1;Elementary;Medical;1;1700;High;1.0;Low;2;Sales Executive;Low;Divorced;9525;1;Y;No;14;Low;High;80;2;6;2;Low;6;;1
34;No;Travel_Rarely;Research & Development;19;Secondary;Life Sciences;1;1701;Medium;2.0;Medium;1;Research Scientist;Medium;Married;2929;1;Y;No;12;Medium;Medium;80;0;10;3;Medium;10;;8
23;Yes;Travel_Rarely;Sales;7;University;Life Sciences;1;1702;High;1.0;High;1;Sales Representative;High;Divorced;2275;1;Y;Yes;21;Very_High;Medium;80;1;3;2;;3;;0
44;No;Travel_Rarely;Research & Development;2;Master;Life Sciences;1;1703;High;2.0;Very_High;3;Healthcare Representative;Very_High;Married;7879;1;Y;Yes;19;High;Medium;80;1;9;2;Very_High;8;;6
35;No;Travel_Frequently;Research & Development;2;Secondary;Medical;1;1704;Low;2.0;Medium;1;Research Scientist;Medium;Single;4930;0;Y;Yes;14;Medium;High;80;0;6;2;;5;;1
43;No;Travel_Rarely;Sales;2;University;Medical;1;1706;Very_High;1.0;High;2;Sales Executive;High;Married;7847;1;Y;Yes;17;High;Low;80;1;10;3;;10;3.0;8
24;No;Travel_Rarely;Research & Development;9;Master;Medical;1;1707;High;2.0;Very_High;1;Research Scientist;Very_High;Married;4401;1;Y;No;16;High;Very_High;80;1;5;1;Very_High;5;;0
41;No;Travel_Rarely;Sales;6;University;Marketing;1;1708;Very_High;1.0;High;3;Sales Executive;High;Single;9241;1;Y;No;12;High;Medium;80;0;10;3;High;10;;8
29;No;Travel_Rarely;Research & Development;9;University;Medical;1;1709;Very_High;2.0;High;1;Laboratory Technician;High;Married;2974;9;Y;No;17;High;High;80;1;9;2;;5;;1
36;No;Travel_Rarely;Sales;2;University;Life Sciences;1;1710;High;1.0;High;2;Sales Representative;High;Single;4502;3;Y;No;15;High;High;80;0;17;2;;13;;6
45;No;Non-Travel;Research & Development;1;Secondary;Life Sciences;1;1712;High;2.0;Medium;3;Healthcare Representative;Medium;Married;10748;3;Y;No;23;Medium;Very_High;80;1;25;3;;23;;14
24;Yes;Travel_Rarely;Human Resources;22;Elementary;Human Resources;1;1714;Very_High;1.0;Low;1;Human Resources;Low;Married;1555;1;Y;No;11;Low;High;80;1;1;2;;1;;0
47;Yes;Travel_Frequently;Sales;9;Elementary;Life Sciences;1;1716;High;2.0;Low;4;Sales Executive;Low;Married;12936;7;Y;No;11;Low;High;80;0;25;3;;23;;14
26;No;Travel_Rarely;Research & Development;17;Elementary;Medical;1;1718;Very_High;1.0;Low;1;Laboratory Technician;Low;Married;2305;1;Y;No;15;Low;High;80;3;3;3;Low;3;;0
45;No;Travel_Rarely;Research & Development;28;Secondary;Technical Degree;1;1719;Very_High;2.0;Medium;4;Research Director;Medium;Single;16704;1;Y;No;11;Medium;High;80;0;21;2;Medium;21;;8
32;No;Travel_Frequently;Research & Development;10;University;Life Sciences;1;1720;Low;1.0;High;1;Research Scientist;High;Married;3433;6;Y;No;13;High;Low;80;1;10;3;;5;;1
31;No;Travel_Rarely;Research & Development;2;University;Life Sciences;1;1721;Medium;1.0;High;1;Laboratory Technician;High;Married;3477;1;Y;No;14;High;Very_High;80;1;6;2;;5;3.0;0
41;No;Non-Travel;Human Resources;4;Elementary;Human Resources;1;1722;High;1.0;Low;2;Human Resources;Low;Married;6430;6;Y;No;19;Low;Medium;80;1;10;4;;3;;1
40;No;Travel_Rarely;Research & Development;8;University;Life Sciences;1;1724;Medium;1.0;High;2;Manufacturing Director;High;Married;6516;2;Y;Yes;16;High;Medium;80;1;18;3;;1;;0
24;No;Travel_Rarely;Research & Development;29;University;Medical;1;1725;Medium;1.0;High;1;Laboratory Technician;High;Divorced;3907;1;Y;No;13;High;Medium;80;3;6;2;;6;;1
46;No;Travel_Rarely;Research & Development;13;University;Life Sciences;1;1727;High;1.0;High;2;Healthcare Representative;High;Single;5562;6;Y;No;14;High;Very_High;80;0;19;3;High;10;;0
35;No;Travel_Rarely;Research & Development;27;University;Life Sciences;1;1728;Very_High;2.0;High;2;Manufacturing Director;High;Married;6883;2;Y;No;16;High;Medium;80;1;17;3;High;7;;0
30;No;Travel_Rarely;Research & Development;16;University;Life Sciences;1;1729;Medium;1.0;High;1;Research Scientist;High;Married;2862;1;Y;No;12;High;Medium;80;1;10;2;;10;;0
47;No;Non-Travel;Sales;2;University;Marketing;1;1731;High;1.0;High;2;Sales Executive;High;Married;4978;7;Y;No;11;High;Very_High;80;1;4;3;High;1;;0
46;No;Travel_Rarely;Sales;2;University;Life Sciences;1;1732;High;1.0;High;3;Sales Executive;High;Divorced;10368;4;Y;Yes;12;High;Medium;80;1;13;5;High;10;;0
36;Yes;Travel_Rarely;Sales;13;Secondary;Marketing;1;1733;Medium;2.0;Medium;2;Sales Executive;Medium;Divorced;6134;5;Y;Yes;13;Medium;Medium;80;3;16;3;;2;2.0;2
32;Yes;Travel_Rarely;Sales;1;Elementary;Life Sciences;1;1734;Low;1.0;Low;2;Sales Executive;Low;Single;6735;6;Y;No;15;Low;Medium;80;0;10;2;Low;0;;0
23;No;Travel_Rarely;Research & Development;4;University;Medical;1;1735;High;1.0;High;1;Laboratory Technician;High;Single;3295;1;Y;No;13;High;High;80;0;3;3;;3;;1
31;No;Travel_Frequently;Research & Development;24;University;Technical Degree;1;1736;Very_High;1.0;High;2;Manufacturing Director;High;Single;5238;2;Y;No;20;Very_High;Very_High;80;0;9;3;;5;;1
